운행일자,운수회사코드,자동차등록번호,사업자등록번호,차대번호,자동차유형코드,운행기록장치모델명,자료제출일시,접수번호,수집파일코드,시동ON일시,시동OFF일시,시작GPS X좌표,시작GPS Y좌표,종료GPS X좌표,종료GPS Y좌표,TRIP운행거리,누적운행거리,평균운행속도,최고속도,TRIP운행시간,장기운행유무,운행중정지건수,운행중정지시간,운행중정지비율,운행중주행시간,제동건수,제동시간,최고RPM,평균RPM,2000RPM초과시간,2500RPM초과시간,공회전건수,공회전시간,과속건수20Km초과,과속시간20Km초과,과속건수25Km초과,과속시간25Km초과,과속건수30Km초과,과속시간30Km초과,과속건수35Km초과,과속시간35Km초과,과속건수40Km초과,과속시간40Km초과,과속건수45Km초과,과속시간45Km초과,과속건수50Km초과,과속시간50Km초과,과속건수55Km초과,과속시간55Km초과,과속건수60Km초과,과속시간60Km초과,장기과속건수,장기과속시간,급가속건수,급출발건수,급감속건수,급정지건수,급좌회전건수,급우회전건수,급유턴건수,급앞지르기건수,급진로변경건수,중립기어건수,중립기어시간,운수회사소재지코드
20180710,ecb4eba1d74925c37184e65dd786a93fbcf155142ddc4eac3003c1e60ff3d559,4aff3c3ca9286bd30148182e9b250f0a71675c41337d38bb51d864f00df1a725,***81*****,KMJTA18G,11,"DT-202,5.07.15",2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.79962,37.576736,126.798386,37.57729,51,189891,14.8,54,12407,1,169,4098,33.03,8309,0,0,1593,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1150011000
20180710,ecb4eba1d74925c37184e65dd786a93fbcf155142ddc4eac3003c1e60ff3d559,be79307f8633d64afd2c913afd1c96d8f0366ae3762c7953b2afeee4cf8fbebc,***81*****,KMJTA18G,11,"DT-202,5.07.15",2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.79825,37.5769,126.79818,37.57679,51,172302,15.73,59,11672,1,151,3821,32.74,7851,0,0,1401,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1150011000
20180710,ecb4eba1d74925c37184e65dd786a93fbcf155142ddc4eac3003c1e60ff3d559,2caab54a8447d2a1adb0199d737e39c954a9c7a4abce0c9428f1cd5337e9fa08,***81*****,KMJTA18G,11,"DT-201A,4.04.54,K",2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.85496,37.560596,126.82522,37.551857,252,442215,16.33,61,55553,1,712,15050,27.09,40503,0,0,1640,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,4,0,6,3,33,1150011000
20180710,ecb4eba1d74925c37184e65dd786a93fbcf155142ddc4eac3003c1e60ff3d559,76ee5d137d266d4ea3125b7632c2df0799efb353a8ffe0be2cd2b28830f6efd9,***81*****,KMJTA18E,11,"DT-202,5.07.23",2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.79927,37.57676,126.81101,37.572887,77,25945,14.06,55,19718,1,304,6163,31.26,13555,0,0,1770,854,0,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150011000
20180710,ecb4eba1d74925c37184e65dd786a93fbcf155142ddc4eac3003c1e60ff3d559,bf0c52ff15d7a02b3678ae465dcbc15f1b77cc93729688e6588242bf3d735a48,***81*****,KMJTA18E,11,"DT-202,5.07.15",2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.79706,37.5776,126.79948,37.576736,226,334315,14.85,60,54785,1,918,15013,27.4,39772,0,0,2162,860,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,2,19,0,0,1150011000
20180710,ecb4eba1d74925c37184e65dd786a93fbcf155142ddc4eac3003c1e60ff3d559,dc5453fcb7911bdfefcf1408a0cf2b1fcf1d1b5b7998b50dfe7e865ce428c0a5,***81*****,KMJTA18G,11,"DT-202,5.07.15",2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.799164,37.576694,126.7991,37.576664,238,4840,16.58,60,51680,1,696,16980,32.86,34700,0,0,1556,840,0,0,1,626,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,1,0,18,0,0,1150011000
20180710,ecb4eba1d74925c37184e65dd786a93fbcf155142ddc4eac3003c1e60ff3d559,edcc9c61913241242b4f53ba06840feb4a90802f576c124c7d59cd84cabe0664,***81*****,KMJTA18G,11,"DT-202,5.07.15",2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.80075,37.57558,126.79876,37.57665,240,445095,16.47,60,52472,1,739,18515,35.29,33957,0,0,1660,911,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,1,0,0,4,0,0,1150011000
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,4bdbbf83e71655a8c2d9adce9d322a5b21e0bc87ae3af31d2103b5857aee2637,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81198,37.568016,126.81444,37.5805,45,412840,15.77,62,10270,0,167,3743,36.45,6527,0,0,1760,857,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,5,0,3,0,0,2,0,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,4bdbbf83e71655a8c2d9adce9d322a5b21e0bc87ae3af31d2103b5857aee2637,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.806595,37.56172,126.814606,37.58034,45,412885,13.91,55,11647,1,208,4445,38.16,7202,0,0,1812,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,1,1,0,0,1,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,4bdbbf83e71655a8c2d9adce9d322a5b21e0bc87ae3af31d2103b5857aee2637,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81452,37.58018,126.81445,37.580322,45,412930,15.53,48,10430,0,178,3365,32.26,7065,0,0,1582,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,2,0,0,0,3,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,4bdbbf83e71655a8c2d9adce9d322a5b21e0bc87ae3af31d2103b5857aee2637,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.89235,37.521923,126.900826,37.52063,20,412950,16.49,55,4366,0,82,1266,29,3100,0,0,1468,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,1,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,cf3374a4a76ce226601ea28592016aaf5617f7fc7c47c5730ddbe610978af6d1,***81*****,KMJTA18G,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81468,37.57995,126.81455,37.580143,45,1016825,16.17,61,10021,0,147,3235,32.28,6786,0,0,1800,963,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,3,0,1,9,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,cf3374a4a76ce226601ea28592016aaf5617f7fc7c47c5730ddbe610978af6d1,***81*****,KMJTA18G,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81422,37.580647,126.81466,37.580326,45,1016871,13.3,65,12185,1,204,4577,37.56,7608,0,0,1900,865,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0,0,1,1,2,8,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,cf3374a4a76ce226601ea28592016aaf5617f7fc7c47c5730ddbe610978af6d1,***81*****,KMJTA18G,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.813354,37.57982,126.81455,37.58025,46,1016917,13.96,62,11860,1,204,4642,39.14,7218,0,0,1740,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,2,2,0,1,20,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,cf3374a4a76ce226601ea28592016aaf5617f7fc7c47c5730ddbe610978af6d1,***81*****,KMJTA18G,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81467,37.58014,126.81461,37.580376,45,1016962,13.64,56,11876,1,212,4323,36.4,7553,0,0,1640,871,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,3,1,0,1,6,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,cf3374a4a76ce226601ea28592016aaf5617f7fc7c47c5730ddbe610978af6d1,***81*****,KMJTA18G,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81466,37.580482,126.81463,37.580517,45,1017007,14.52,55,11154,1,189,3915,35.1,7239,0,0,1640,888,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,1,0,0,2,15,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,2715ecd5c49d610c8dd2a792d69b5d42c5bb3672a4ecc87f075305930feb437b,***81*****,KMJTA18F,11,ECODTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81469,37.578876,126.81454,37.580307,43,20074,14.13,60,10956,1,187,4763,43.47,6193,0,0,1661,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,7,1,0,1,0,0,0,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,2715ecd5c49d610c8dd2a792d69b5d42c5bb3672a4ecc87f075305930feb437b,***81*****,KMJTA18F,11,ECODTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.86991,37.513683,126.81418,37.580605,44,20119,12.91,58,12271,1,216,5685,46.33,6586,0,0,1981,678,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,6,0,0,0,0,1,8,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,2715ecd5c49d610c8dd2a792d69b5d42c5bb3672a4ecc87f075305930feb437b,***81*****,KMJTA18F,11,ECODTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.80845,37.56228,126.81451,37.580532,44,20163,13.65,54,11604,1,200,4857,41.86,6747,0,0,1694,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,1,0,0,0,0,2,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,e02115543e6bae8ee94be4d7375046259757ef4dff0d5b91b88f03a47c82afe5,***81*****,KMJRJ18G,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.91198,37.518234,126.81438,37.580486,22,542233,16.88,51,4693,0,62,1442,30.73,3251,0,0,1260,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,7,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,e02115543e6bae8ee94be4d7375046259757ef4dff0d5b91b88f03a47c82afe5,***81*****,KMJRJ18G,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.814255,37.580276,126.81465,37.580326,44,542277,13.87,51,11418,1,210,4455,39.02,6963,0,0,1500,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,3,1,3,0,1,3,5,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,e02115543e6bae8ee94be4d7375046259757ef4dff0d5b91b88f03a47c82afe5,***81*****,KMJRJ18G,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81334,37.579914,126.81447,37.580494,44,542321,14.93,55,10609,0,194,3901,36.77,6708,0,0,1560,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,0,4,2,0,4,6,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,e02115543e6bae8ee94be4d7375046259757ef4dff0d5b91b88f03a47c82afe5,***81*****,KMJRJ18G,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81454,37.580276,126.814674,37.580517,43,542364,13.02,53,11888,1,190,4489,37.76,7399,0,0,1440,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,3,9,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,e02115543e6bae8ee94be4d7375046259757ef4dff0d5b91b88f03a47c82afe5,***81*****,KMJRJ18G,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81475,37.580513,126.81448,37.580383,44,542408,14.06,53,11262,1,176,3642,32.34,7620,0,0,1340,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,12,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,e02115543e6bae8ee94be4d7375046259757ef4dff0d5b91b88f03a47c82afe5,***81*****,KMJRJ18G,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81486,37.58056,126.89627,37.52127,24,542432,14.8,49,5838,0,77,1959,33.56,3879,0,0,1260,682,0,0,1,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,6,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,3b9a46d3ad7f20cebf4cb26dded39d384926c6a3c91f1820fbfb56518345d5c7,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.95621,37.47997,126.81423,37.5803,22,576901,20.71,57,3824,0,41,1023,26.75,2801,0,0,1760,926,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2,0,0,3,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,3b9a46d3ad7f20cebf4cb26dded39d384926c6a3c91f1820fbfb56518345d5c7,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81664,37.574135,126.8144,37.580345,55,576956,17.08,61,11593,1,161,4113,35.48,7480,0,0,1680,870,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,3,0,2,5,1,1,2,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,3b9a46d3ad7f20cebf4cb26dded39d384926c6a3c91f1820fbfb56518345d5c7,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.81428,37.580208,126.814674,37.580303,55,577011,17.24,61,11487,1,155,3644,31.72,7843,0,0,1738,881,0,0,1,151,4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,2,1,1,0,0,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,3b9a46d3ad7f20cebf4cb26dded39d384926c6a3c91f1820fbfb56518345d5c7,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.80212,37.56259,126.81459,37.58039,54,577065,17.35,53,11204,1,186,3519,31.41,7685,0,0,1674,889,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,2,0,0,3,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,3b9a46d3ad7f20cebf4cb26dded39d384926c6a3c91f1820fbfb56518345d5c7,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.802284,37.56586,126.814545,37.58044,55,577120,14.47,52,13681,1,204,5009,36.61,8672,0,0,1666,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,3b9a46d3ad7f20cebf4cb26dded39d384926c6a3c91f1820fbfb56518345d5c7,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.80209,37.56045,126.83777,37.52073,42,577162,19.16,52,7890,0,106,2025,25.67,5865,0,0,1657,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,4bd48179e12889199d55f3444d7bd0b978f14a66e144ce2a0574cd6ff8ad45b2,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.95282,37.481464,126.81425,37.58038,25,531007,20.84,55,4319,0,49,1002,23.2,3317,0,0,1585,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,1,0,0,0,1,0,0,1150010900
20180710,8bf25ea218df8b6d927f2e203832209f587ca3d892163b3a2a0ed8c2ca84fb02,4bd48179e12889199d55f3444d7bd0b978f14a66e144ce2a0574cd6ff8ad45b2,***81*****,KMJTA18E,11,DTG-1000,2.01807E+13,2.01807E+13,2.01807E+14,2.01807E+13,2.01807E+13,126.8144,37.580517,126.81414,37.58038,55,531062,16.86,58,11746,1,186,4085,34.78,7661,0,0,1698,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,2,0,2,0,0,0,1,0,0,1150010900
20180710,9c0778932ef7a41ad1ea105c92e5ce7845fcaa327730f55a8ad789812b0e728f,6bad803cf57f1cb9045f23e9090fe98959a3b6f3b37c2c80f05f58cf164a10b0,***81*****,KN4JAW45,31,2011SLKC17006814,2.01808E+13,2.01808E+13,2.01808E+14,2.01807E+13,2.01807E+13,126.890564,37.51368,126.89099,37.513645,17,2663,10,54,6117,0,100,2664,43.55,3453,0,0,2640,1105,305,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,21,22,6,0,0,0,9,18,0,0,4128510400
