평가일자,업종코드,분기코드,계절코드,요일코드,과속건수20키로미터초과,장기과속건수,급가속건수,급출발건수,급감속건수,급정지건수,급좌회전건수,급우회전건수,급유턴건수,급앞지르기건수,급진로변경건수,위험운전행동건수,운행거리,생성일시
2022-01-05,11,1,4,4,210263,221,1489275,291757,632105,212848,204439,131234,23976,45123,160085,3401326,7467447,2025-01-21
2022-01-05,12,1,4,4,36613,75,21423,7817,20642,6823,14545,13249,303,1917,3774,127181,509548,2025-01-21
2022-01-05,13,1,4,4,21877,8,183518,42472,57006,34583,25747,14202,2275,4851,8536,395075,740676,2025-01-21
2022-01-05,14,1,4,4,94627,559,50474,4106,8449,5655,7574,8207,360,1057,1914,182982,1519209,2025-01-21
2022-01-05,15,1,4,4,17957,30,6180,723,1570,132,1168,1424,374,205,1518,31281,693632,2025-01-21
2022-01-05,16,1,4,4,215995,150,788592,37064,125948,63651,48591,32147,4296,18036,48440,1382910,2749453,2025-01-21
2022-01-05,17,1,4,4,2354,6,3680,203,1124,331,164,240,79,70,255,8506,20836,2025-01-21
2022-01-05,21,1,4,4,1076353,149,1705357,235897,114486,63611,120216,95566,16053,112545,89158,3629391,5430257,2025-01-21
2022-01-05,22,1,4,4,460038,34,603719,4270,40484,23490,44030,31580,3622,51920,57786,1320973,2788407,2025-01-21
2022-01-05,31,1,4,4,561870,3062,1068741,165488,421213,155041,97459,98245,25676,53229,310340,2960364,11202889,2025-01-21
2022-01-05,32,1,4,4,18375,91,24615,2884,8107,2588,2313,2170,638,1010,7369,70160,235172,2025-01-21
2022-01-05,41,1,4,4,2017,8,1758,108,808,33,182,143,7,33,64,5161,9553,2025-01-21
2022-01-05,51,1,4,4,1958,0,9899,151,2240,656,832,562,52,217,647,17214,26310,2025-01-21
2022-01-05,98,1,4,4,4,0,11,10,6,0,1,0,0,1,1,34,1138,2025-01-21
2022-01-06,11,1,4,5,210556,233,1484938,294686,637101,217016,202181,130690,23864,46433,165156,3412854,7471787,2025-01-21
2022-01-06,12,1,4,5,35926,66,20872,8334,20165,7223,14475,13218,391,2009,4450,127129,510445,2025-01-21
2022-01-06,13,1,4,5,20845,5,186603,43309,58053,35156,25965,13966,2102,4944,8407,399355,739238,2025-01-21
2022-01-06,14,1,4,5,93743,611,49926,3996,8878,3674,7126,7970,248,1225,2005,179402,1513601,2025-01-21
2022-01-06,15,1,4,5,17755,21,6590,773,1750,142,1643,1384,615,234,1777,32684,681089,2025-01-21
2022-01-06,16,1,4,5,213759,160,789445,37330,126628,62236,48420,31833,4172,18736,50506,1383225,2760969,2025-01-21
2022-01-06,17,1,4,5,2571,7,3976,123,1362,367,220,267,114,84,427,9518,22358,2025-01-21
2022-01-06,21,1,4,5,1087170,173,1715558,241306,115942,63398,120306,94099,16164,114227,88415,3656758,5393845,2025-01-21
2022-01-06,22,1,4,5,465579,32,620392,4383,42767,23970,44222,31310,3777,53941,58736,1349109,2830808,2025-01-21
2022-01-06,31,1,4,5,578569,2785,1089298,146455,442846,171445,99514,100765,27420,56936,346335,3062368,11153252,2025-01-21
2022-01-06,32,1,4,5,20682,80,26110,2144,8616,3062,2489,2296,649,1117,7351,74596,235865,2025-01-21
2022-01-06,41,1,4,5,2082,7,1687,52,650,45,192,131,5,37,74,4962,8857,2025-01-21
2022-01-06,51,1,4,5,1936,0,9741,174,2166,756,805,553,45,234,681,17091,25948,2025-01-21
2022-01-06,98,1,4,5,0,0,1,1,2,1,1,0,0,0,0,6,1021,2025-01-21
2022-01-07,11,1,4,6,210875,167,1505710,305823,642480,221550,201589,128531,23350,45082,154487,3439644,7448907,2025-01-21
2022-01-07,12,1,4,6,37870,79,22331,8004,20584,7872,14996,13562,385,2023,4337,132043,520780,2025-01-21
2022-01-07,13,1,4,6,21830,8,187868,44081,57291,35609,25925,14257,2256,4792,8335,402252,738898,2025-01-21
2022-01-07,14,1,4,6,96695,711,51620,4417,9279,4601,7040,7951,173,1205,1991,185683,1558554,2025-01-21
2022-01-07,15,1,4,6,19447,38,7576,762,2258,170,1949,1413,684,309,2073,36679,774843,2025-01-21
2022-01-07,16,1,4,6,218776,204,808517,38607,130281,65103,48262,32168,4213,18358,47795,1412284,2918812,2025-01-21
2022-01-07,17,1,4,6,2279,7,4154,160,1445,396,232,250,123,111,421,9578,21859,2025-01-21
2022-01-07,21,1,4,6,1187640,147,1871965,250851,128911,67605,129357,100940,16908,119496,88963,3962783,5760863,2025-01-21
2022-01-07,22,1,4,6,508731,33,682175,4703,47575,26069,47579,34233,3921,55148,58726,1468893,3034504,2025-01-21
2022-01-07,31,1,4,6,564978,2690,1126854,142343,454082,174908,101517,101868,28040,57168,317495,3071943,10939502,2025-01-21
2022-01-07,32,1,4,6,20661,36,27077,2122,8674,2882,2414,2174,715,1153,7083,74991,231292,2025-01-21
2022-01-07,41,1,4,6,2575,20,2035,84,927,26,218,156,10,50,58,6159,11424,2025-01-21
2022-01-07,51,1,4,6,1705,0,9378,157,1997,703,672,474,32,166,616,15900,24089,2025-01-21
2022-01-07,98,1,4,6,38,1,12,8,6,3,1,0,0,1,1,71,1447,2025-01-21
2022-01-08,11,1,4,7,183101,137,1221210,233929,515679,169561,170006,107968,17525,33369,113193,2765678,6483589,2025-01-21
2022-01-08,12,1,4,7,37353,87,19216,6970,17427,6445,15389,13994,392,1902,4571,123746,521844,2025-01-21
2022-01-08,13,1,4,7,18144,9,131966,29300,37396,23014,20085,11493,1393,3178,4945,280923,602250,2025-01-21
2022-01-08,14,1,4,7,99665,731,48135,4207,8463,5779,7010,8341,105,1172,1927,185535,1566246,2025-01-21
2022-01-08,15,1,4,7,20409,26,7007,735,1798,88,1565,1715,573,252,1823,35991,791344,2025-01-21
2022-01-08,16,1,4,7,115602,130,285965,13347,53349,23660,19897,15157,1621,6870,18144,553742,1563509,2025-01-21
2022-01-08,17,1,4,7,2659,6,3872,162,1348,343,261,292,95,80,281,9399,22668,2025-01-21
2022-01-08,21,1,4,7,1363200,185,1929171,261528,135218,66040,140472,110668,17841,117448,86461,4228232,6006265,2025-01-21
2022-01-08,22,1,4,7,492536,5,617869,4136,43163,23875,45667,32016,3463,48432,51737,1362899,2855114,2025-01-21
2022-01-08,31,1,4,7,336378,1568,635868,86797,247902,94959,64381,67576,16002,33593,162828,1747852,5957355,2025-01-21
2022-01-08,32,1,4,7,14558,53,15694,1164,4640,1644,1592,1564,505,665,3921,46000,140237,2025-01-21
2022-01-08,41,1,4,7,1928,11,2090,95,892,36,187,172,14,46,80,5551,9841,2025-01-21
2022-01-08,51,1,4,7,147,0,418,3,118,25,63,32,9,8,32,855,2179,2025-01-21
2022-01-09,11,1,4,1,182831,134,1070610,186553,447281,135820,163543,107073,16678,30535,111317,2452375,6080761,2025-01-21
2022-01-09,12,1,4,1,37274,75,17974,6463,15890,5325,15733,14208,385,1913,4786,120026,509257,2025-01-21
2022-01-09,13,1,4,1,16473,5,109767,24413,31763,18175,18067,10986,1002,2762,4852,238265,534884,2025-01-21
2022-01-09,14,1,4,1,105598,744,46537,4113,8039,5302,7362,8984,112,1113,1848,189752,1568789,2025-01-21
2022-01-09,15,1,4,1,21266,31,6288,742,1512,231,1554,1989,545,197,1463,35818,758421,2025-01-21
2022-01-09,16,1,4,1,90631,87,191930,9155,36470,14283,14088,11022,1224,4598,13713,387201,1223416,2025-01-21
2022-01-09,17,1,4,1,2473,1,3111,113,1007,250,195,243,68,81,262,7804,19979,2025-01-21
2022-01-09,21,1,4,1,1328141,209,1662301,232088,123084,57401,132635,105836,16620,103347,79798,3841460,5313790,2025-01-21
2022-01-09,22,1,4,1,416333,19,450790,3055,33241,18248,37932,27426,3076,36290,42256,1068666,2251404,2025-01-21
2022-01-09,31,1,4,1,149988,697,226244,32810,88347,35599,24954,27809,7164,15153,72305,681070,2582777,2025-01-21
2022-01-09,32,1,4,1,7750,8,6517,256,1291,741,674,668,151,299,1126,19481,64856,2025-01-21
2022-01-09,41,1,4,1,1915,10,1761,67,830,30,211,173,5,36,75,5113,9808,2025-01-21
2022-01-09,51,1,4,1,184,0,564,12,162,23,52,25,7,7,42,1078,2923,2025-01-21
2022-01-10,11,1,4,2,196822,185,1357277,243002,595519,192929,187683,117113,19667,37834,126130,3074161,7158734,2025-01-21
2022-01-10,12,1,4,2,39028,49,22138,8234,20657,6871,15162,13684,401,2079,4525,132828,531606,2025-01-21
2022-01-10,13,1,4,2,18707,8,138213,21713,40123,24903,21695,12058,1812,4035,6966,290233,622838,2025-01-21
2022-01-10,14,1,4,2,96696,646,49484,4061,8848,6023,7077,8126,134,1106,1839,184040,1518481,2025-01-21
2022-01-10,15,1,4,2,17754,41,6510,763,1585,250,1925,1397,728,189,1458,32600,676855,2025-01-21
2022-01-10,16,1,4,2,217810,159,813742,39515,128824,63803,51259,33421,4316,17811,47405,1418065,2850757,2025-01-21
2022-01-10,17,1,4,2,2456,6,3930,200,1308,316,258,292,80,94,274,9214,20825,2025-01-21
2022-01-10,21,1,4,2,1095507,129,1663074,231026,117293,63181,117745,92063,15746,105053,79555,3580372,5333106,2025-01-21
2022-01-10,22,1,4,2,513873,20,658084,4762,45748,25604,48434,34682,3813,51679,55503,1442202,2991905,2025-01-21
2022-01-10,31,1,4,2,567401,2751,1063396,140777,419842,162094,101430,101345,26687,50124,294511,2930358,10711335,2025-01-21
2022-01-10,32,1,4,2,19554,34,26212,2018,9037,2996,2343,2090,551,951,5529,71315,226223,2025-01-21
2022-01-10,41,1,4,2,2229,5,2053,66,1037,51,224,149,6,43,75,5938,10996,2025-01-21
2022-01-10,51,1,4,2,1894,1,11093,164,2009,1104,908,545,64,210,716,18708,26509,2025-01-21
2022-01-10,98,1,4,2,7,0,18,7,9,0,4,0,0,3,1,49,1342,2025-01-21
2022-01-11,11,1,4,3,182726,151,1513846,287040,592142,208690,177076,112468,17600,36303,122566,3250608,7370677,2025-01-21
2022-01-11,12,1,4,3,33849,56,21115,7458,17361,6203,13710,12641,382,1912,4513,119200,531371,2025-01-21
2022-01-11,13,1,4,3,18963,6,190942,50255,52609,39673,23001,12173,1767,4102,6868,400359,737834,2025-01-21
2022-01-11,14,1,4,3,85351,582,52179,4306,8308,6699,6783,7850,103,1091,1782,175034,1451705,2025-01-21
2022-01-11,15,1,4,3,16295,20,6560,715,1827,246,1722,1278,660,193,1651,31167,672838,2025-01-21
2022-01-11,16,1,4,3,193357,127,784883,38563,113171,62605,44030,29285,4058,16674,48464,1335217,2828572,2025-01-21
2022-01-11,17,1,4,3,2032,5,3734,239,1060,486,201,272,82,78,375,8564,19533,2025-01-21
2022-01-11,21,1,4,3,986138,104,1588180,218857,101534,58150,104595,81805,14764,101956,80093,3336176,5343984,2025-01-21
2022-01-11,22,1,4,3,456610,30,624389,4305,40841,25412,43231,31396,3681,49669,54433,1333997,2931797,2025-01-21
2022-01-11,31,1,4,3,554592,2866,1074571,143933,413681,173314,93808,94293,27246,50887,303805,2932996,11331109,2025-01-21
2022-01-11,32,1,4,3,17997,97,27489,2232,9795,3741,2200,2069,597,1061,6170,73448,239486,2025-01-21
2022-01-11,41,1,4,3,1369,8,1845,73,738,29,202,173,10,35,55,4537,8337,2025-01-21
2022-01-11,51,1,4,3,1561,0,9974,177,1723,1266,718,421,33,205,702,16780,25764,2025-01-21
2022-01-11,98,1,4,3,1,0,8,1,4,1,1,0,0,0,0,16,1239,2025-01-21
2022-01-12,11,1,4,4,197335,191,1526728,297685,620784,218558,185820,118356,16586,37229,122508,3341780,7404636,2025-01-21
2022-01-12,12,1,4,4,36462,69,22053,7592,19298,6497,15049,13938,402,1988,4644,127992,530049,2025-01-21
2022-01-12,13,1,4,4,21001,8,199055,52418,59598,40700,25172,13440,1966,4137,6879,424374,737170,2025-01-21
2022-01-12,14,1,4,4,88966,659,51284,4112,8702,6035,7185,8218,113,1149,1820,178243,1434749,2025-01-21
2022-01-12,15,1,4,4,17405,38,6610,708,1713,172,1601,1429,568,207,1652,32103,677872,2025-01-21
2022-01-12,16,1,4,4,216634,158,835531,41654,129612,68790,50206,32953,4283,18620,47786,1446227,2840101,2025-01-21
2022-01-12,17,1,4,4,2063,4,3734,167,1234,293,251,255,89,83,286,8459,22314,2025-01-21
2022-01-12,21,1,4,4,1112188,144,1747354,242478,118563,63601,119558,92959,15772,107537,79811,3699965,5530093,2025-01-21
2022-01-12,22,1,4,4,472555,33,633622,4134,42563,24280,44863,32004,3647,48663,51395,1357759,2886916,2025-01-21
2022-01-12,31,1,4,4,566694,2862,1091336,148016,434361,174430,97390,99440,26405,51214,286054,2978202,11122975,2025-01-21
2022-01-12,32,1,4,4,19178,57,27396,2357,9785,4267,2360,2258,528,1008,4814,74008,231977,2025-01-21
2022-01-12,41,1,4,4,2111,13,1858,96,830,59,196,152,8,39,62,5424,10544,2025-01-21
2022-01-12,51,1,4,4,1659,0,10584,133,1852,984,815,486,51,204,631,17399,24789,2025-01-21
2022-01-12,98,1,4,4,1,0,18,0,4,1,0,0,0,1,0,25,765,2025-01-21
2022-01-13,11,1,4,5,200704,140,1545569,309243,627256,221906,184340,116384,15690,36240,116402,3373874,7433907,2025-01-21
2022-01-13,12,1,4,5,34098,67,21217,7405,18177,5980,14063,12826,379,1833,4184,120229,523312,2025-01-21
2022-01-13,13,1,4,5,21935,9,205508,56324,63305,45541,25072,13354,1853,4118,6566,443585,728425,2025-01-21
2022-01-13,14,1,4,5,84486,634,51477,4029,8617,5964,6919,7945,131,1108,1724,173034,1430428,2025-01-21
2022-01-13,15,1,4,5,17072,34,6884,697,1740,130,1719,1287,631,235,1738,32167,683766,2025-01-21
2022-01-13,16,1,4,5,214236,151,824668,40328,126814,68805,49151,32814,4313,18471,47753,1427504,2840226,2025-01-21
2022-01-13,17,1,4,5,2448,3,3777,97,1254,220,199,264,85,126,273,8746,19616,2025-01-21
2022-01-13,21,1,4,5,1127147,143,1773783,246319,120233,65482,121454,95305,16487,109675,82250,3758278,5591364,2025-01-21
2022-01-13,22,1,4,5,457921,35,637615,4191,42598,24705,45504,32417,3589,49935,53385,1351895,2916956,2025-01-21
2022-01-13,31,1,4,5,576571,2916,1114675,145694,438642,172891,100851,101140,27990,53624,309783,3044777,11341682,2025-01-21
2022-01-13,32,1,4,5,19766,76,26359,2112,8990,3026,2474,2442,844,967,7031,74087,243332,2025-01-21
2022-01-13,41,1,4,5,1587,5,1580,72,724,50,187,163,6,40,77,4491,9101,2025-01-21
2022-01-13,51,1,4,5,1371,0,10424,119,1763,1032,778,424,47,187,650,16795,22787,2025-01-21
2022-01-13,98,1,4,5,15,0,20,14,6,0,2,1,0,2,2,62,1775,2025-01-21
2022-01-14,11,1,4,6,201671,184,1533256,315808,642156,230269,185014,115708,14881,36915,112018,3387880,7450388,2025-01-21
2022-01-14,12,1,4,6,36129,83,22292,8544,20174,6768,15448,14077,409,1968,4510,130402,522653,2025-01-21
2022-01-14,13,1,4,6,22415,18,205349,60283,65389,49476,24575,13233,1477,4198,6240,452653,738564,2025-01-21
2022-01-14,14,1,4,6,91067,743,54834,4459,9804,5875,7323,8254,164,1147,1920,185590,1488404,2025-01-21
2022-01-14,15,1,4,6,15765,25,6408,696,1848,82,1606,956,567,164,1342,29459,644509,2025-01-21
2022-01-14,16,1,4,6,219152,165,841997,41107,135675,67956,50838,34000,4460,18949,48223,1462522,3001507,2025-01-21
2022-01-14,17,1,4,6,2655,5,4360,156,1531,339,236,313,137,108,376,10216,21976,2025-01-21
2022-01-14,21,1,4,6,1196209,144,1880879,253493,130989,68267,127419,99422,16598,112711,82497,3968628,5792490,2025-01-21
2022-01-14,22,1,4,6,509954,24,690631,4779,47526,27049,48225,34275,3875,51601,53738,1471677,3054485,2025-01-21
2022-01-14,31,1,4,6,591772,2753,1165395,156610,466498,178151,103632,105019,28222,57064,319742,3174858,11105923,2025-01-21
2022-01-14,32,1,4,6,20700,47,26907,2032,8728,2113,2546,2414,738,1020,6525,73770,234982,2025-01-21
2022-01-14,41,1,4,6,2288,16,1732,71,693,32,209,149,11,40,60,5301,11141,2025-01-21
2022-01-14,51,1,4,6,1592,0,10675,163,1899,1039,769,517,56,209,667,17586,23760,2025-01-21
2022-01-14,98,1,4,6,12,0,16,13,17,0,3,0,0,4,1,66,1649,2025-01-21
2022-01-15,11,1,4,7,184662,147,1233126,248628,522924,175784,166985,107258,13740,31809,101683,2786746,6575665,2025-01-21
2022-01-15,12,1,4,7,37168,73,18858,6985,17708,5353,15778,14541,367,1929,4390,123150,522312,2025-01-21
2022-01-15,13,1,4,7,17698,5,138668,46762,46517,38916,19847,11367,1202,2922,4498,328402,598953,2025-01-21
2022-01-15,14,1,4,7,94448,738,49914,4166,8097,5529,7144,8311,148,1135,1914,181544,1497629,2025-01-21
2022-01-15,15,1,4,7,21153,32,7188,841,2002,260,1424,1516,494,235,1638,36783,800543,2025-01-21
2022-01-15,16,1,4,7,121276,150,285255,13643,54023,23759,19958,15521,1728,6796,19211,561320,1717012,2025-01-21
2022-01-15,17,1,4,7,2568,1,3573,72,1198,225,214,249,105,99,347,8651,21797,2025-01-21
2022-01-15,21,1,4,7,1353195,184,1893044,259068,131843,64374,138644,108115,17070,116142,84360,4166039,5930139,2025-01-21
2022-01-15,22,1,4,7,501849,6,618784,4123,43456,23982,46316,33440,3805,47413,51043,1374217,2848624,2025-01-21
2022-01-15,31,1,4,7,364307,1572,669598,85200,255507,93917,69134,73095,18356,37495,200226,1868407,6158066,2025-01-21
2022-01-15,32,1,4,7,14306,26,13657,571,3461,1006,1617,1510,592,617,4968,42331,126600,2025-01-21
2022-01-15,41,1,4,7,1974,11,1912,52,749,17,178,103,8,42,71,5117,9472,2025-01-21
2022-01-15,51,1,4,7,160,0,732,19,172,97,63,30,13,17,75,1378,2977,2025-01-21
2022-01-15,98,1,4,7,14,0,8,10,5,0,0,0,0,1,0,38,374,2025-01-21
2022-01-16,11,1,4,1,176095,173,1066001,224314,443572,146975,148851,98991,10931,24852,78148,2418903,6090781,2025-01-21
2022-01-16,12,1,4,1,34655,89,16977,5880,15572,4578,15288,13882,380,1776,4214,113291,508259,2025-01-21
2022-01-16,13,1,4,1,16421,6,111466,38390,35758,29176,16696,9871,759,2595,4306,265444,526078,2025-01-21
2022-01-16,14,1,4,1,99197,733,47300,4229,7779,5591,7274,8999,137,1093,1769,184101,1504061,2025-01-21
2022-01-16,15,1,4,1,21840,28,6878,838,1722,100,1355,1902,441,231,1379,36714,800000,2025-01-21
2022-01-16,16,1,4,1,88495,90,196437,11042,36340,15385,14006,11108,1141,4792,14001,392837,1247931,2025-01-21
2022-01-16,17,1,4,1,2400,9,3073,81,1161,301,180,233,84,87,292,7901,21719,2025-01-21
2022-01-16,21,1,4,1,1323702,178,1663518,239631,118954,53954,131392,104818,15914,102673,76952,3831686,5301996,2025-01-21
2022-01-16,22,1,4,1,421154,2,464218,3338,33760,18853,38352,27436,2952,37090,42599,1089754,2299841,2025-01-21
2022-01-16,31,1,4,1,174386,776,263500,37107,103202,42450,28808,32145,9523,18402,100436,810735,2905344,2025-01-21
2022-01-16,32,1,4,1,8476,1,6946,240,2164,1282,742,688,191,262,1333,22325,64484,2025-01-21
2022-01-16,41,1,4,1,2296,12,1680,94,778,27,185,127,5,56,73,5333,8989,2025-01-21
2022-01-16,51,1,4,1,199,0,361,1,98,42,35,15,9,15,66,841,1873,2025-01-21
2022-01-17,11,1,4,2,183618,206,1436801,339955,580888,210096,169134,106297,13199,29269,79308,3148771,7343105,2025-01-21
2022-01-17,12,1,4,2,36691,74,21432,7920,19637,6059,14795,13638,324,1759,3220,125549,526458,2025-01-21
2022-01-17,13,1,4,2,18403,14,175010,72462,55752,45286,21682,11154,1123,3132,4316,408334,727436,2025-01-21
2022-01-17,14,1,4,2,85442,624,51116,2115,7681,5804,6833,7828,112,1036,1480,170071,1445092,2025-01-21
2022-01-17,15,1,4,2,16976,36,6952,748,1791,88,792,1278,166,194,1241,30262,708967,2025-01-21
2022-01-17,16,1,4,2,172138,289,707937,74584,96182,49910,41149,25910,2559,10018,23362,1204038,2845171,2025-01-21
2022-01-17,17,1,4,2,2529,3,4280,81,1639,416,248,243,125,225,433,10222,22108,2025-01-21
2022-01-17,21,1,4,2,1073506,145,1641822,230241,112071,57906,115049,90599,14364,102675,77613,3515991,5287884,2025-01-21
2022-01-17,22,1,4,2,495717,29,647802,4583,44839,27448,45994,32990,3867,49822,54804,1407895,2965314,2025-01-21
2022-01-17,31,1,4,2,505761,2824,1005822,159331,391479,140916,97548,98651,27476,41644,284401,2755853,10391768,2025-01-21
2022-01-17,32,1,4,2,14378,73,19481,1470,6582,2658,2087,1995,648,890,5625,55887,187453,2025-01-21
2022-01-17,41,1,4,2,2239,18,2145,75,679,32,228,183,9,45,70,5723,11000,2025-01-21
2022-01-17,51,1,4,2,1398,0,10000,126,1812,960,717,434,46,171,598,16262,23465,2025-01-21
2022-01-17,98,1,4,2,6,0,15,6,6,1,3,4,0,1,1,43,1903,2025-01-21
2022-01-18,11,1,4,3,178998,210,1428429,346730,572800,209738,168487,106503,13067,28289,71448,3124699,7347861,2025-01-21
2022-01-18,12,1,4,3,36626,66,21336,7772,20068,6330,14950,13695,332,1914,3524,126613,530191,2025-01-21
2022-01-18,13,1,4,3,18875,25,179637,75849,58286,45884,22373,11358,1130,3108,4140,420665,743166,2025-01-21
2022-01-18,14,1,4,3,87979,635,52803,2153,7770,5936,7017,7902,96,1011,1441,174743,1445789,2025-01-21
2022-01-18,15,1,4,3,16702,39,6428,700,1753,78,663,1195,151,194,1089,28992,675729,2025-01-21
2022-01-18,16,1,4,3,182253,378,720297,78187,101335,52225,42132,26682,2491,10565,23208,1239753,2793713,2025-01-21
2022-01-18,17,1,4,3,2511,9,4059,148,1325,523,285,299,133,95,343,9730,22182,2025-01-21
2022-01-18,21,1,4,3,1070990,125,1643996,231912,111594,60275,114621,89089,14393,102524,78370,3517889,5322833,2025-01-21
2022-01-18,22,1,4,3,478969,35,624728,4321,43346,25105,42891,30307,3727,47867,52134,1353430,2932735,2025-01-21
2022-01-18,31,1,4,3,563280,3480,1069204,183608,421339,149857,99920,101363,29429,43285,290372,2955137,11663166,2025-01-21
2022-01-18,32,1,4,3,15720,25,25406,2402,9654,3700,2057,1999,394,746,3565,65668,212163,2025-01-21
2022-01-18,41,1,4,3,2318,15,2470,88,1093,102,256,176,23,51,76,6668,11174,2025-01-21
2022-01-18,51,1,4,3,1382,0,9952,138,1615,1105,712,385,39,193,612,16133,22748,2025-01-21
2022-01-18,98,1,4,3,1,0,13,3,4,0,2,5,0,1,2,31,1878,2025-01-21
2022-01-19,11,1,4,4,175895,174,1372796,330541,534399,199011,161513,101333,12932,27878,66530,2983002,7447787,2025-01-21
2022-01-19,12,1,4,4,33266,69,19678,7282,17244,5742,14185,13001,328,1890,3811,116496,525595,2025-01-21
2022-01-19,13,1,4,4,17617,4,168848,68850,46705,41252,19236,10237,1186,2899,4112,380946,745933,2025-01-21
2022-01-19,14,1,4,4,83592,608,50680,1943,7132,6742,6478,7021,92,1036,1373,166697,1449037,2025-01-21
2022-01-19,15,1,4,4,16112,36,6355,641,1516,102,761,1359,197,180,1040,28299,674694,2025-01-21
2022-01-19,16,1,4,4,175637,365,690919,73449,90689,49873,39133,24858,2465,10254,23680,1181322,2829932,2025-01-21
2022-01-19,17,1,4,4,2132,5,3434,164,1081,412,226,265,96,63,307,8185,23060,2025-01-21
2022-01-19,21,1,4,4,1082069,150,1620633,227683,104972,54515,113283,89275,14178,104003,79502,3490263,5411737,2025-01-21
2022-01-19,22,1,4,4,456950,29,595280,4291,40154,24748,42028,30229,3451,48418,53151,1298729,2875663,2025-01-21
2022-01-19,31,1,4,4,528413,3154,1011567,165656,394874,141258,93130,93883,26509,39777,274914,2773135,11432929,2025-01-21
2022-01-19,32,1,4,4,14486,31,21803,2373,7676,3459,1816,1735,351,693,3385,57808,203897,2025-01-21
2022-01-19,41,1,4,4,1832,8,1740,80,779,45,175,133,5,36,40,4873,8684,2025-01-21
2022-01-19,51,1,4,4,1295,0,9022,172,1414,977,586,427,35,186,575,14689,22611,2025-01-21
2022-01-19,98,1,4,4,12,0,24,7,4,1,2,2,0,1,2,55,1601,2025-01-21
2022-01-20,11,1,4,5,176492,177,1377799,343413,544586,200755,165244,103096,11548,27687,61811,3012608,7396156,2025-01-21
2022-01-20,12,1,4,5,33771,74,20716,8158,16486,6348,13783,12776,340,1702,2462,116616,527352,2025-01-21
2022-01-20,13,1,4,5,18959,2,175092,76215,55036,47242,21232,10931,1107,3225,4377,413418,736522,2025-01-21
2022-01-20,14,1,4,5,86924,627,52188,2117,7751,6637,6489,7424,95,1001,1386,172639,1438934,2025-01-21
2022-01-20,15,1,4,5,16923,24,6658,655,1828,91,536,1250,80,212,1047,29304,691191,2025-01-21
2022-01-20,16,1,4,5,180689,357,713694,74805,96639,50150,40324,25041,2451,10254,23088,1217492,2859312,2025-01-21
2022-01-20,17,1,4,5,2029,1,3369,108,984,339,199,220,71,73,254,7647,19364,2025-01-21
2022-01-20,21,1,4,5,1118347,136,1708212,235376,112543,58853,116373,90192,14983,106578,80062,3641655,5507642,2025-01-21
2022-01-20,22,1,4,5,484428,26,626078,4556,41753,23038,43316,30956,3529,48823,52606,1359109,2963615,2025-01-21
2022-01-20,31,1,4,5,520417,2925,1008262,174514,394632,136488,91611,91315,26195,39675,265458,2751492,11103975,2025-01-21
2022-01-20,32,1,4,5,13066,66,20873,2322,7786,2878,1631,1428,260,528,2873,53711,184141,2025-01-21
2022-01-20,41,1,4,5,1819,15,1887,78,810,36,202,152,4,40,42,5085,9419,2025-01-21
2022-01-20,51,1,4,5,1111,0,7966,188,1281,1118,493,304,43,132,417,13053,20559,2025-01-21
2022-01-20,98,1,4,5,11,0,39,13,14,1,3,3,0,3,5,92,2037,2025-01-21
2022-01-21,11,1,4,6,183358,179,1381368,364599,553078,206706,166041,103982,10519,27079,56158,3053067,7395146,2025-01-21
2022-01-21,12,1,4,6,36274,87,20794,9941,18408,6195,14709,13240,206,1901,2215,123970,532067,2025-01-21
2022-01-21,13,1,4,6,18867,3,178224,75782,57203,46606,22100,11218,1090,3144,3981,418218,744474,2025-01-21
2022-01-21,14,1,4,6,90986,744,55372,2457,8869,5996,7022,8007,107,1104,1603,182267,1493882,2025-01-21
2022-01-21,15,1,4,6,18427,36,7609,861,2533,248,576,1221,66,238,1204,33019,764099,2025-01-21
2022-01-21,16,1,4,6,191178,439,745136,78785,105359,53975,42761,27100,2416,10678,23884,1281711,3079877,2025-01-21
2022-01-21,17,1,4,6,2353,2,3918,92,1351,378,221,301,99,100,301,9116,22119,2025-01-21
2022-01-21,21,1,4,6,1193940,95,1859929,251206,124206,64786,124936,96859,15713,112057,82290,3926017,5814143,2025-01-21
2022-01-21,22,1,4,6,524402,28,685223,4785,45945,25111,47286,33673,3866,50382,52828,1473529,3114205,2025-01-21
2022-01-21,31,1,4,6,539770,3064,1114036,187932,440575,154775,98660,98564,26799,43123,271537,2978835,11364220,2025-01-21
2022-01-21,32,1,4,6,15019,43,25152,2483,8793,3007,2095,1933,361,652,3813,63351,210410,2025-01-21
2022-01-21,41,1,4,6,2422,7,2147,79,889,57,222,176,19,48,90,6156,11693,2025-01-21
2022-01-21,51,1,4,6,1518,2,9574,291,1699,1128,707,462,38,209,554,16182,22984,2025-01-21
2022-01-21,98,1,4,6,12,0,43,14,19,2,1,6,0,4,2,103,1489,2025-01-21
2022-01-22,11,1,4,7,166060,196,1104995,292103,449457,163191,145695,94063,8859,23128,47965,2495712,6481334,2025-01-21
2022-01-22,12,1,4,7,34932,93,18313,7799,15658,4814,14767,13372,232,1824,2350,114154,524747,2025-01-21
2022-01-22,13,1,4,7,17211,4,130324,55408,42443,35553,18189,10040,707,2317,2835,315031,602240,2025-01-21
