평가일자,업종코드,분기코드,계절코드,요일코드,과속건수20키로미터초과,장기과속건수,급가속건수,급출발건수,급감속건수,급정지건수,급좌회전건수,급우회전건수,급유턴건수,급앞지르기건수,급진로변경건수,위험운전행동건수,운행거리,생성일시
2023-08-15,17,3,2,3,2390,19,1382,326,554,183,30,40,0,153,56,5133,21948,2025-07-31
2023-08-15,21,3,2,3,1601799,2797,583941,1160068,44253,17296,4002,2140,0,179761,27814,3623871,6577672,2025-07-31
2023-08-15,22,3,2,3,1548985,3688,578935,1460364,49059,26075,3684,2035,0,183452,36268,3892545,8537008,2025-07-31
2023-08-15,31,3,2,3,207527,4610,614750,213767,264707,93350,17962,15294,0,27258,88326,1547551,8027885,2025-07-31
2023-08-15,32,3,2,3,5745,105,21873,5325,8467,2131,563,410,0,914,2257,47790,169313,2025-07-31
2023-08-15,41,3,2,3,6246,36,1641,225,404,108,76,37,0,336,197,9306,46083,2025-07-31
2023-08-15,42,3,2,3,663,2,135,27,9,2,0,0,0,95,25,958,11263,2025-07-31
2023-08-15,51,3,2,3,8513,35,2672,850,315,425,52,26,0,1033,327,14248,149023,2025-07-31
2023-08-15,98,3,2,3,947,16,3367,207,1657,436,41,31,0,73,85,6860,17103,2025-07-31
2023-08-15,99,3,2,3,649473,1254,265824,419324,24381,9068,1466,776,0,64714,9604,1445884,3001742,2025-07-31
2023-08-16,11,3,2,4,236375,412,692654,223570,480987,217052,33336,20436,0,32533,75381,2012736,7657350,2025-07-31
2023-08-16,12,3,2,4,30710,46,9510,2264,13653,5777,4083,3380,0,2672,8109,80204,450131,2025-07-31
2023-08-16,13,3,2,4,19841,13,111290,31855,38691,30282,4671,2972,0,3420,8290,251325,709094,2025-07-31
2023-08-16,14,3,2,4,128237,957,22672,8040,5890,713,1781,1278,0,8925,2896,181389,1918344,2025-07-31
2023-08-16,15,3,2,4,11246,33,1865,977,516,202,97,75,0,1004,255,16270,528469,2025-07-31
2023-08-16,16,3,2,4,236476,1280,435267,172232,102203,54878,7660,4414,0,30785,20242,1065437,3626850,2025-07-31
2023-08-16,17,3,2,4,2317,28,2056,630,783,206,47,28,0,167,83,6345,24511,2025-07-31
2023-08-16,21,3,2,4,1372735,2623,581551,1183030,41847,19420,3628,1963,0,166695,27265,3400757,6420158,2025-07-31
2023-08-16,22,3,2,4,1427741,3691,649060,1565754,53061,29150,3618,1914,0,182386,37500,3953875,8761106,2025-07-31
2023-08-16,31,3,2,4,341621,7818,1148367,420318,502107,188658,29118,22833,0,45539,149045,2855424,14120493,2025-07-31
2023-08-16,32,3,2,4,9717,95,52234,12766,20381,5364,990,719,0,1935,3696,107897,347568,2025-07-31
2023-08-16,41,3,2,4,6242,32,2398,391,643,112,76,46,0,413,246,10599,60623,2025-07-31
2023-08-16,42,3,2,4,2199,0,1588,445,64,746,12,5,0,410,163,5632,50382,2025-07-31
2023-08-16,51,3,2,4,28604,28,27772,7202,3158,10658,436,278,0,5272,2900,86308,667643,2025-07-31
2023-08-16,98,3,2,4,1261,11,3727,331,1606,513,24,55,0,156,188,7872,34533,2025-07-31
2023-08-16,99,3,2,4,588197,1132,321259,488148,31894,13110,1696,1025,0,65748,12415,1524624,3255542,2025-07-31
2023-08-17,11,3,2,5,233610,400,682386,223066,462442,210343,32675,20079,0,32158,75495,1972654,7683587,2025-07-31
2023-08-17,12,3,2,5,31032,36,9432,2271,12646,5037,4215,3472,0,2791,8166,79098,454125,2025-07-31
2023-08-17,13,3,2,5,19680,12,108553,30832,37970,29784,4621,2866,0,3307,8157,245782,709002,2025-07-31
2023-08-17,14,3,2,5,124167,990,22296,7998,5918,687,1725,1387,0,8964,2835,176967,1879931,2025-07-31
2023-08-17,15,3,2,5,10675,28,1856,924,442,91,96,62,0,976,250,15400,518071,2025-07-31
2023-08-17,16,3,2,5,251377,1416,435612,173189,102161,55215,7581,4421,0,32035,21052,1084059,3839880,2025-07-31
2023-08-17,17,3,2,5,1855,12,1978,548,722,169,36,32,0,135,55,5542,20245,2025-07-31
2023-08-17,21,3,2,5,1439198,2602,614204,1223694,43463,19176,3654,1984,0,174380,27793,3550148,6746730,2025-07-31
2023-08-17,22,3,2,5,1399924,3430,631881,1531470,50224,28943,3525,1909,0,178998,36662,3866966,8692170,2025-07-31
2023-08-17,31,3,2,5,352772,7829,1207074,431474,515111,193983,28549,22705,0,46911,157948,2964356,15107714,2025-07-31
2023-08-17,32,3,2,5,9038,118,55108,13020,20933,5428,906,689,0,1831,4283,111354,363265,2025-07-31
2023-08-17,41,3,2,5,6569,42,1633,310,400,375,49,34,0,379,259,10050,56575,2025-07-31
2023-08-17,42,3,2,5,1966,0,1473,404,78,778,4,4,0,382,175,5264,50865,2025-07-31
2023-08-17,51,3,2,5,27871,21,26097,7274,2955,10617,423,269,0,5184,2749,83460,673935,2025-07-31
2023-08-17,98,3,2,5,1399,18,3779,290,1596,546,36,54,0,161,204,8083,33090,2025-07-31
2023-08-17,99,3,2,5,595750,1071,322084,504267,31208,12820,1676,937,0,67167,12179,1549159,3333084,2025-07-31
2023-08-18,11,3,2,6,230721,393,680886,222195,466175,214099,32024,19760,0,31655,74866,1972774,7676141,2025-07-31
2023-08-18,12,3,2,6,30734,51,9164,2121,13230,5216,4010,3444,0,2529,8178,78677,456132,2025-07-31
2023-08-18,13,3,2,6,18871,12,110548,32323,37222,30202,4510,2958,0,3366,8273,248285,709235,2025-07-31
2023-08-18,14,3,2,6,128397,936,24066,8733,6737,740,1831,1371,0,9224,3368,185403,1978312,2025-07-31
2023-08-18,15,3,2,6,11540,40,1999,1101,534,136,125,71,0,1035,292,16873,569709,2025-07-31
2023-08-18,16,3,2,6,248828,1539,445704,177487,102477,57298,7425,4304,0,32273,21727,1099062,4050451,2025-07-31
2023-08-18,17,3,2,6,1843,8,2424,476,934,290,41,29,0,167,72,6284,19519,2025-07-31
2023-08-18,21,3,2,6,1327396,2293,568919,1138290,40334,17330,3321,1739,0,160366,25616,3285604,6211035,2025-07-31
2023-08-18,22,3,2,6,1262563,3035,575354,1454016,44318,27977,3247,1684,0,162303,33645,3568142,8060669,2025-07-31
2023-08-18,31,3,2,6,343585,7645,1204661,429832,513492,193754,28696,22414,0,46626,155055,2945760,14538104,2025-07-31
2023-08-18,32,3,2,6,9697,119,55516,12726,20688,5855,965,680,0,1923,3976,112145,342094,2025-07-31
2023-08-18,41,3,2,6,5921,34,1796,315,417,363,76,43,0,369,231,9565,54929,2025-07-31
2023-08-18,42,3,2,6,1794,0,1454,453,46,821,7,5,0,349,162,5091,50069,2025-07-31
2023-08-18,51,3,2,6,27868,25,26886,7398,3096,12405,394,259,0,5026,2763,86120,688959,2025-07-31
2023-08-18,98,3,2,6,1417,10,3533,339,1588,589,38,50,0,146,193,7903,34003,2025-07-31
2023-08-18,99,3,2,6,556166,987,306104,482456,29448,12479,1539,918,0,62222,11544,1463863,3114194,2025-07-31
2023-08-19,11,3,2,7,206696,425,578764,187896,372041,163532,27671,17420,0,28335,65142,1647922,6661720,2025-07-31
2023-08-19,12,3,2,7,28807,34,7967,2215,11254,5072,4231,3534,0,2454,8045,73613,446646,2025-07-31
2023-08-19,13,3,2,7,15886,11,78021,24822,27059,21174,3559,2450,0,2616,6710,182308,573076,2025-07-31
2023-08-19,14,3,2,7,130875,979,22621,7915,5818,648,1743,1419,0,9418,3008,184444,1991349,2025-07-31
2023-08-19,15,3,2,7,13434,52,1623,1006,458,59,102,77,0,1123,291,18225,587083,2025-07-31
2023-08-19,16,3,2,7,156477,1514,171639,73389,44220,21467,3372,2319,0,16704,10920,502021,2853393,2025-07-31
2023-08-19,17,3,2,7,1859,16,1667,433,641,176,42,23,0,184,58,5099,23707,2025-07-31
2023-08-19,21,3,2,7,1684002,2666,695700,1302297,52252,19220,4033,2079,0,197078,29040,3988367,7327308,2025-07-31
2023-08-19,22,3,2,7,1522049,3560,619603,1548905,49973,27892,3528,1840,0,189392,36473,4003215,9092467,2025-07-31
2023-08-19,31,3,2,7,204171,4154,607746,232401,267696,101129,17996,15306,0,27324,81389,1559312,7569577,2025-07-31
2023-08-19,32,3,2,7,4407,81,21993,5326,7967,2319,405,314,0,818,1678,45308,145316,2025-07-31
2023-08-19,41,3,2,7,5840,40,1779,212,462,192,64,40,0,385,212,9226,46787,2025-07-31
2023-08-19,42,3,2,7,986,3,273,65,15,11,1,1,0,137,37,1529,15582,2025-07-31
2023-08-19,51,3,2,7,11910,35,4003,1087,674,1846,76,61,0,1373,528,21593,204817,2025-07-31
2023-08-19,98,3,2,7,1028,7,3388,212,1577,511,34,40,0,99,150,7046,18522,2025-07-31
2023-08-19,99,3,2,7,721766,1000,338668,513040,30543,10070,1485,761,0,75409,10319,1703061,3430107,2025-07-31
2023-08-20,11,3,2,1,204042,331,518439,167497,328981,138114,27683,17539,0,27972,62102,1492700,6196231,2025-07-31
2023-08-20,12,3,2,1,28567,55,7595,1939,10447,4472,4450,3711,0,2569,8106,71911,436611,2025-07-31
2023-08-20,13,3,2,1,13835,1,67712,20328,22128,17107,3577,2530,0,2461,6163,155842,515648,2025-07-31
2023-08-20,14,3,2,1,138751,1040,21476,7585,5829,625,1769,1373,0,9614,3032,191094,1974647,2025-07-31
2023-08-20,15,3,2,1,10887,39,1223,686,291,95,75,72,0,852,186,14406,428790,2025-07-31
2023-08-20,16,3,2,1,131866,1185,124604,54731,32472,15733,2682,1903,0,12775,9824,387775,2676116,2025-07-31
2023-08-20,17,3,2,1,2070,12,1724,561,716,159,30,28,0,166,75,5541,20931,2025-07-31
2023-08-20,21,3,2,1,1960184,3561,711731,1313491,56119,18085,4485,2331,0,210762,29871,4310620,7491530,2025-07-31
2023-08-20,22,3,2,1,1595420,4127,563533,1327261,48706,23449,3411,1908,0,183023,32741,3783579,8186044,2025-07-31
2023-08-20,31,3,2,1,89927,1984,234467,86025,103366,41750,7159,6446,0,10394,35359,616877,3353964,2025-07-31
2023-08-20,32,3,2,1,2455,51,8107,1863,3171,915,189,165,0,341,1126,18383,66843,2025-07-31
2023-08-20,41,3,2,1,6345,57,1369,153,405,119,56,39,0,398,224,9165,44527,2025-07-31
2023-08-20,42,3,2,1,559,2,130,44,17,32,0,0,0,59,19,862,10534,2025-07-31
2023-08-20,51,3,2,1,7954,25,2256,636,413,1117,29,21,0,875,265,13591,130741,2025-07-31
2023-08-20,98,3,2,1,656,1,3079,136,1452,416,17,19,0,31,83,5890,10136,2025-07-31
2023-08-20,99,3,2,1,729963,1518,304647,432181,26432,8022,1312,674,0,73418,8587,1586754,3143824,2025-07-31
2023-08-21,11,3,2,2,233329,407,680332,223626,472279,213347,32823,20248,0,31521,74247,1982159,7680148,2025-07-31
2023-08-21,12,3,2,2,30519,42,9402,2131,13410,5355,4162,3638,0,2682,8136,79477,457085,2025-07-31
2023-08-21,13,3,2,2,20010,12,111619,31446,39653,31150,4822,3062,0,3409,8278,253461,706145,2025-07-31
2023-08-21,14,3,2,2,127341,964,22738,7937,6250,683,1869,1334,0,9296,2976,181388,1910374,2025-07-31
2023-08-21,15,3,2,2,8328,26,1285,609,323,160,74,53,0,732,151,11741,375784,2025-07-31
2023-08-21,16,3,2,2,238258,1138,441076,174843,105652,56870,7603,4472,0,31317,20067,1081296,3616586,2025-07-31
2023-08-21,17,3,2,2,1810,12,2069,516,829,193,36,21,0,193,58,5737,21470,2025-07-31
2023-08-21,21,3,2,2,1416886,2576,609959,1229247,44370,18539,3653,1976,0,174547,27065,3528818,6608047,2025-07-31
2023-08-21,22,3,2,2,1502083,3698,704353,1634386,59609,31561,3764,1986,0,197430,38481,4177351,9324491,2025-07-31
2023-08-21,31,3,2,2,325449,7614,1093591,417184,480596,180659,28566,22426,0,43727,141562,2741374,13748217,2025-07-31
2023-08-21,32,3,2,2,9331,87,50223,12884,19385,5272,953,760,0,1907,3999,104801,327659,2025-07-31
2023-08-21,41,3,2,2,6650,41,2113,394,538,256,77,50,0,498,274,10891,58523,2025-07-31
2023-08-21,42,3,2,2,1989,1,1619,418,68,677,13,6,0,413,174,5378,48879,2025-07-31
2023-08-21,51,3,2,2,29070,24,28270,8162,3482,11875,406,289,0,5359,2935,89872,671377,2025-07-31
2023-08-21,98,3,2,2,1389,14,3972,328,1696,555,45,50,0,179,203,8431,33577,2025-07-31
2023-08-21,99,3,2,2,636651,1173,366866,530154,35778,13500,1724,982,0,74023,12560,1673411,3568242,2025-07-31
2023-08-22,11,3,2,3,220886,370,659788,218446,441016,201691,31911,19528,0,31498,75975,1901109,7717007,2025-07-31
2023-08-22,12,3,2,3,30008,51,8711,2018,12173,5286,3914,3398,0,2601,7706,75866,451001,2025-07-31
2023-08-22,13,3,2,3,18439,11,105050,31311,33511,28151,4275,2777,0,3119,8081,234725,708315,2025-07-31
2023-08-22,14,3,2,3,122947,1013,22988,8184,5897,725,1802,1383,0,8823,3162,176924,1897181,2025-07-31
2023-08-22,15,3,2,3,8196,22,1426,529,334,309,55,55,0,711,177,11814,374872,2025-07-31
2023-08-22,16,3,2,3,237665,1165,439103,177166,100535,54544,7309,4237,0,31709,21315,1074748,3810419,2025-07-31
2023-08-22,17,3,2,3,1466,5,1896,616,643,215,34,26,0,165,73,5139,19885,2025-07-31
2023-08-22,21,3,2,3,1293863,2498,557620,1170509,39733,16944,3474,1805,0,163809,26114,3276369,6379635,2025-07-31
2023-08-22,22,3,2,3,1347406,3275,630896,1541552,53946,29628,3252,1767,0,181214,36241,3829177,8799089,2025-07-31
2023-08-22,31,3,2,3,339296,7669,1141783,418255,488686,185246,28598,23096,0,45251,153358,2831238,14887130,2025-07-31
2023-08-22,32,3,2,3,8496,137,54471,12327,19579,6411,921,731,0,1889,3800,108762,340527,2025-07-31
2023-08-22,41,3,2,3,5630,37,2202,367,497,424,75,34,0,391,204,9861,55443,2025-07-31
2023-08-22,42,3,2,3,1981,1,1421,416,82,643,2,3,0,412,163,5124,49451,2025-07-31
2023-08-22,51,3,2,3,26262,33,26284,7817,3057,11523,411,290,0,4927,2822,83426,674773,2025-07-31
2023-08-22,98,3,2,3,1293,12,3699,322,1620,494,33,47,0,144,182,7846,33903,2025-07-31
2023-08-22,99,3,2,3,568585,1014,337569,501892,33118,12361,1667,903,0,69120,12603,1538832,3425217,2025-07-31
2023-08-23,11,3,2,4,210929,316,645337,214590,396687,186901,28548,18088,0,30359,79608,1811363,7707804,2025-07-31
2023-08-23,12,3,2,4,29319,58,9253,1953,11475,5275,3813,3267,0,2603,8238,75254,456553,2025-07-31
2023-08-23,13,3,2,4,16911,9,100317,29172,27926,25332,3794,2436,0,2907,8640,217444,711591,2025-07-31
2023-08-23,14,3,2,4,114351,867,22831,7573,5380,615,1585,1312,0,8528,3189,166231,1883278,2025-07-31
2023-08-23,15,3,2,4,7666,21,1828,657,396,484,57,34,0,715,192,12050,378772,2025-07-31
2023-08-23,16,3,2,4,214670,1113,425227,173409,88122,52273,6354,3938,0,29347,22398,1016851,3741811,2025-07-31
2023-08-23,17,3,2,4,1681,16,1940,670,691,230,23,19,0,162,76,5508,21131,2025-07-31
2023-08-23,21,3,2,4,1207209,1981,548436,1157256,36490,16697,3103,1681,0,160673,26955,3160481,6399679,2025-07-31
2023-08-23,22,3,2,4,1218004,2964,586144,1444623,47583,29149,3132,1681,0,170522,36243,3540045,8454293,2025-07-31
2023-08-23,31,3,2,4,305474,6878,1084038,382134,433105,174402,25325,20676,0,41245,158314,2631591,14143074,2025-07-31
2023-08-23,32,3,2,4,7356,90,47474,10468,16156,4797,836,622,0,1675,3940,93414,317421,2025-07-31
2023-08-23,41,3,2,4,4678,16,1711,332,342,291,56,40,0,343,229,8038,51077,2025-07-31
2023-08-23,42,3,2,4,1721,0,1366,383,60,759,5,6,0,364,201,4865,49839,2025-07-31
2023-08-23,51,3,2,4,23980,21,24988,7548,2738,11536,358,246,0,4764,3080,79259,682202,2025-07-31
2023-08-23,98,3,2,4,1188,16,3355,298,1452,470,24,55,0,130,196,7184,32533,2025-07-31
2023-08-23,99,3,2,4,471124,961,284274,437519,27436,12404,1335,839,0,59776,12552,1308220,3129130,2025-07-31
2023-08-24,11,3,2,5,220365,350,666827,219837,406898,191232,28795,17707,0,31265,77182,1860458,7726657,2025-07-31
2023-08-24,12,3,2,5,28885,46,9333,2267,11377,4903,3845,3170,0,2499,8193,74518,449064,2025-07-31
2023-08-24,13,3,2,5,18307,14,108226,30763,34184,28206,4140,2631,0,3362,8206,238039,709927,2025-07-31
2023-08-24,14,3,2,5,115213,780,23126,8041,5209,673,1519,1224,0,8689,3270,167744,1886104,2025-07-31
2023-08-24,15,3,2,5,9240,19,1713,760,407,284,57,51,0,846,205,13582,452172,2025-07-31
2023-08-24,16,3,2,5,221715,1121,430331,174254,89475,51838,6223,3894,0,30731,22165,1031747,3834249,2025-07-31
2023-08-24,17,3,2,5,1746,14,1544,408,627,222,20,26,0,144,65,4816,21049,2025-07-31
2023-08-24,21,3,2,5,1101098,1620,505501,1069656,34834,14781,2595,1396,0,146821,24025,2902327,5913274,2025-07-31
2023-08-24,22,3,2,5,1039034,2367,516581,1254665,43479,26039,2647,1392,0,148229,30519,3064952,7437923,2025-07-31
2023-08-24,31,3,2,5,303996,7182,1056955,383731,429618,167035,25387,19951,0,42178,151751,2587784,14087299,2025-07-31
2023-08-24,32,3,2,5,7565,65,46356,10627,16258,4615,761,561,0,1596,3400,91804,313805,2025-07-31
2023-08-24,41,3,2,5,5304,41,1664,358,412,282,78,44,0,342,217,8742,49301,2025-07-31
2023-08-24,42,3,2,5,1560,0,1327,350,72,640,9,5,0,395,199,4557,47693,2025-07-31
2023-08-24,51,3,2,5,24562,23,24560,7471,2920,11695,396,279,0,4594,2883,79383,667667,2025-07-31
2023-08-24,98,3,2,5,1180,8,3073,316,1425,490,32,45,0,120,185,6874,30370,2025-07-31
2023-08-24,99,3,2,5,506163,958,285849,426013,27976,11382,1377,822,0,59693,11804,1332037,3056525,2025-07-31
2023-08-25,11,3,2,6,230983,353,695349,227753,473184,216229,32005,19450,0,32552,73621,2001479,7662450,2025-07-31
2023-08-25,12,3,2,6,32014,50,10103,2264,13766,5399,4041,3529,0,2632,8091,81889,458703,2025-07-31
2023-08-25,13,3,2,6,19257,27,112180,31218,38859,30756,4468,2877,0,3457,7829,250928,705609,2025-07-31
2023-08-25,14,3,2,6,128691,1032,25601,8435,6944,854,1807,1355,0,9471,3192,187382,1982682,2025-07-31
2023-08-25,15,3,2,6,11439,37,1885,1010,585,80,113,64,0,1071,260,16544,569413,2025-07-31
2023-08-25,16,3,2,6,254602,1489,458512,178924,104903,56514,7361,4382,0,32868,22146,1121701,4160007,2025-07-31
2023-08-25,17,3,2,6,1918,12,1736,377,581,118,33,22,0,156,63,5016,20783,2025-07-31
2023-08-25,21,3,2,6,1351031,2214,619457,1172062,44206,17728,3220,1723,0,165362,25268,3402271,6453598,2025-07-31
2023-08-25,22,3,2,6,1416081,3319,713349,1635638,58913,32772,3606,1915,0,188372,37075,4091040,9082389,2025-07-31
2023-08-25,31,3,2,6,336634,7100,1155337,439864,509473,189037,28767,22481,0,46477,148740,2883910,14222321,2025-07-31
2023-08-25,32,3,2,6,9130,88,56072,13264,21911,6233,939,729,0,2071,3722,114159,330747,2025-07-31
2023-08-25,41,3,2,6,5598,43,2318,397,596,474,73,40,0,357,247,10143,52474,2025-07-31
2023-08-25,42,3,2,6,1899,0,1746,422,103,730,12,3,0,359,146,5420,49261,2025-07-31
2023-08-25,51,3,2,6,27895,33,27312,7952,3102,12023,428,277,0,5113,2816,86951,687644,2025-07-31
2023-08-25,98,3,2,6,1337,5,3478,324,1494,494,37,51,0,141,211,7572,34345,2025-07-31
2023-08-25,99,3,2,6,624413,1034,372330,528261,36648,13139,1773,912,0,71955,12834,1663299,3583276,2025-07-31
2023-08-26,11,3,2,7,209101,303,594987,188240,386860,167893,28020,17376,0,30050,64414,1687244,6584948,2025-07-31
2023-08-26,12,3,2,7,31077,40,8931,2012,11909,5512,4167,3479,0,2671,7958,77756,449054,2025-07-31
2023-08-26,13,3,2,7,16018,10,83656,25408,25795,21092,3781,2659,0,2778,6740,187937,573336,2025-07-31
2023-08-26,14,3,2,7,132769,1015,22700,7911,5932,1005,1762,1409,0,9390,3068,186961,1979255,2025-07-31
2023-08-26,15,3,2,7,13130,49,2044,1156,443,73,108,81,0,1198,280,18562,615591,2025-07-31
2023-08-26,16,3,2,7,165884,1302,181355,76624,45564,22483,3420,2414,0,17525,11235,527806,3085408,2025-07-31
2023-08-26,17,3,2,7,1729,14,1603,438,585,120,22,21,0,157,54,4743,19038,2025-07-31
2023-08-26,21,3,2,7,1655026,2692,679391,1212240,49044,17532,3681,1935,0,181879,26613,3830033,6740852,2025-07-31
2023-08-26,22,3,2,7,1526143,3420,649280,1469634,54490,28293,3457,1889,0,182382,34049,3953037,8501289,2025-07-31
2023-08-26,31,3,2,7,210055,3877,638903,245053,286866,105113,18368,15606,0,28437,83346,1635624,7468777,2025-07-31
2023-08-26,32,3,2,7,4988,94,25790,5952,9687,2766,549,423,0,990,1823,53062,152075,2025-07-31
2023-08-26,41,3,2,7,6172,56,1600,153,398,160,52,36,0,355,204,9186,45269,2025-07-31
2023-08-26,42,3,2,7,876,0,305,82,17,109,3,0,0,114,27,1533,17513,2025-07-31
2023-08-26,51,3,2,7,12130,67,4022,1105,644,1829,68,28,0,1460,506,21859,213509,2025-07-31
2023-08-26,98,3,2,7,1031,12,2873,161,1367,362,26,48,0,90,150,6120,18360,2025-07-31
2023-08-26,99,3,2,7,672626,1222,329312,461568,29555,9702,1403,676,0,69970,9516,1585550,3202345,2025-07-31
2023-08-27,11,3,2,1,207170,351,527690,170208,330069,137936,27994,17685,0,28623,62084,1509810,6165583,2025-07-31
2023-08-27,12,3,2,1,29187,42,7156,1642,9784,3139,4484,3649,0,2490,7752,69325,432850,2025-07-31
2023-08-27,13,3,2,1,14207,5,65399,19904,21225,16047,3610,2466,0,2419,6232,151514,513558,2025-07-31
2023-08-27,14,3,2,1,137037,1075,22041,7843,5927,732,1745,1433,0,9646,3002,190481,1968668,2025-07-31
2023-08-27,15,3,2,1,14269,66,2246,1078,526,306,88,83,0,1204,274,20140,611523,2025-07-31
2023-08-27,16,3,2,1,131003,1263,125375,54524,31773,15526,2599,1951,0,12669,9274,385957,2618065,2025-07-31
2023-08-27,17,3,2,1,2034,15,1659,450,629,137,28,28,0,148,83,5211,18656,2025-07-31
2023-08-27,21,3,2,1,1878972,3376,717631,1246267,55374,17176,4302,2198,0,202827,28064,4156187,7210840,2025-07-31
2023-08-27,22,3,2,1,1579796,4104,587041,1283864,51363,23764,3324,1779,0,182242,31632,3748909,8120940,2025-07-31
2023-08-27,31,3,2,1,92528,1927,238831,84618,105012,42326,7362,6681,0,10835,35462,625582,3257806,2025-07-31
2023-08-27,32,3,2,1,2311,27,10890,2109,3854,732,195,159,0,423,656,21356,63943,2025-07-31
2023-08-27,41,3,2,1,6037,62,1553,128,401,125,66,34,0,329,189,8924,38919,2025-07-31
2023-08-27,42,3,2,1,627,4,114,23,6,7,0,1,0,59,16,857,10704,2025-07-31
2023-08-27,51,3,2,1,7676,34,2077,702,396,1085,43,28,0,810,265,13116,132097,2025-07-31
2023-08-27,98,3,2,1,782,3,2721,109,1372,402,29,15,0,70,101,5604,11872,2025-07-31
2023-08-27,99,3,2,1,711857,1427,298937,417470,25642,7320,1193,650,0,70703,8580,1543779,3109020,2025-07-31
2023-08-28,11,3,2,2,224693,356,689011,227141,436091,197850,31007,19377,0,32975,76803,1935304,7674592,2025-07-31
2023-08-28,12,3,2,2,31184,35,8450,1478,11548,4006,4103,3684,0,2720,7799,75007,451469,2025-07-31
2023-08-28,13,3,2,2,17857,11,105425,29744,31170,26158,4004,2745,0,3215,8122,228451,693391,2025-07-31
2023-08-28,14,3,2,2,119599,941,24042,8044,5817,755,1662,1303,0,8789,3001,173953,1882998,2025-07-31
2023-08-28,15,3,2,2,11523,48,2000,1033,521,262,82,64,0,1034,295,16862,540826,2025-07-31
2023-08-28,16,3,2,2,227114,1246,448543,179674,95212,52617,7113,4242,0,31211,21504,1068476,3752123,2025-07-31
2023-08-28,17,3,2,2,1568,17,2010,382,749,185,39,25,0,157,78,5210,20395,2025-07-31
2023-08-28,21,3,2,2,1251151,2390,549255,1098538,37174,15651,3017,1536,0,155368,24540,3138620,6065441,2025-07-31
2023-08-28,22,3,2,2,1264893,3079,615390,1435220,49745,27436,3184,1686,0,172479,34613,3607725,8343207,2025-07-31
2023-08-28,31,3,2,2,298289,6437,1055819,382127,434844,160805,25990,20381,0,42075,141406,2568173,13027272,2025-07-31
2023-08-28,32,3,2,2,7554,84,50383,11444,17951,5051,845,619,0,1756,3917,99604,311493,2025-07-31
2023-08-28,41,3,2,2,6185,40,1741,385,473,263,78,33,0,392,207,9797,49250,2025-07-31
2023-08-28,42,3,2,2,1774,0,1575,397,81,877,7,2,0,377,182,5272,47763,2025-07-31
2023-08-28,51,3,2,2,25547,23,24691,7322,2564,11860,340,248,0,4791,2808,80194,647871,2025-07-31
2023-08-28,98,3,2,2,1377,14,3670,348,1622,555,22,56,0,146,180,7990,30534,2025-07-31
2023-08-28,99,3,2,2,525553,1125,307986,457754,29047,13064,1421,786,0,62869,11930,1411535,3215275,2025-07-31
2023-08-29,11,3,2,3,211512,365,657013,221867,380541,180750,27610,17804,0,31210,77558,1806230,7681421,2025-07-31
2023-08-29,12,3,2,3,27990,45,8314,1985,10203,3931,3806,3248,0,2423,8278,70223,453590,2025-07-31
2023-08-29,13,3,2,3,16270,10,97442,27710,26223,23273,3479,2361,0,3044,8198,208010,694255,2025-07-31
2023-08-29,14,3,2,3,111894,781,22933,7667,5082,706,1488,1171,0,8469,3040,163231,1858873,2025-07-31
2023-08-29,15,3,2,3,9987,34,2032,916,449,172,71,58,0,959,253,14931,524271,2025-07-31
2023-08-29,16,3,2,3,221742,1203,429654,174970,87410,51498,6191,3779,0,30222,21885,1028554,3769545,2025-07-31
2023-08-29,17,3,2,3,1661,9,1562,467,591,191,25,23,0,127,75,4731,20463,2025-07-31
2023-08-29,21,3,2,3,1122691,2102,492816,1057909,32320,14693,2583,1397,0,146982,23769,2897262,5856155,2025-07-31
2023-08-29,22,3,2,3,1103563,2611,539223,1344969,43403,26742,2624,1431,0,156543,32459,3253568,7917335,2025-07-31
2023-08-29,31,3,2,3,277158,6510,1042409,364928,409629,160805,23418,18956,0,41809,150526,2496148,13343965,2025-07-31
2023-08-29,32,3,2,3,6318,80,45231,10389,15474,4331,724,594,0,1696,3627,88464,306240,2025-07-31
2023-08-29,41,3,2,3,5620,53,1545,303,371,266,54,31,0,375,203,8821,49654,2025-07-31
2023-08-29,42,3,2,3,1493,0,1219,357,67,672,4,2,0,318,163,4295,46942,2025-07-31
2023-08-29,51,3,2,3,23591,20,21462,6888,2264,11723,292,190,0,4444,2623,73497,645849,2025-07-31
2023-08-29,98,3,2,3,1090,0,3115,316,1438,475,32,41,0,111,175,6793,29550,2025-07-31
2023-08-29,99,3,2,3,462960,886,283676,421436,27355,11390,1280,741,0,58897,11855,1280476,3075640,2025-07-31
2023-08-30,11,3,2,4,215922,347,695242,229724,401554,190192,27522,17589,0,32049,75357,1885498,7670872,2025-07-31
2023-08-30,12,3,2,4,27355,43,9007,2101,10121,3681,3531,3041,0,2639,8249,69768,455166,2025-07-31
2023-08-30,13,3,2,4,17556,14,108224,30752,32953,27598,3977,2527,0,3341,7873,234815,701965,2025-07-31
2023-08-30,14,3,2,4,111289,749,23527,7872,4912,633,1501,1195,0,8546,3094,163318,1850385,2025-07-31
2023-08-30,15,3,2,4,10191,25,2173,940,408,197,75,45,0,1035,258,15347,530018,2025-07-31
2023-08-30,16,3,2,4,220526,1191,443904,180099,87890,52962,5813,3703,0,30547,22164,1048799,3919625,2025-07-31
