운행기록데이터 바디 항목,일일주행거리(KM),누적운행거리(KM),정보발생일시,운행속도(KMH),RPM,브레이크신호,시작GPS(X좌표),시작GPS(Y좌표),GPS방위각,가속도 Vx,가속도 Vy,통신상태코드,운행지역코드
운행기록데이터 바디,10,97706,2025020608434700,7,656,1,126907200,37652704,284,-1.2,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608434800,5,653,1,126907200,37652708,284,-1.2,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608434900,3,654,1,126907200,37652708,284,1.2,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608435000,0,651,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608435100,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608435200,0,649,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608435300,0,645,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608435400,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608435500,0,650,1,126907200,37652708,284,1.2,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608435600,0,651,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608435700,0,649,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608435800,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608435900,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608440000,0,650,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608440100,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608440200,0,649,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608440300,0,649,1,126907200,37652708,284,-0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608440400,0,649,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608440500,0,650,1,126907200,37652708,284,-0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608440600,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608440700,0,648,1,126907200,37652708,284,1.2,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608440800,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608440900,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608441000,0,650,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608441100,0,650,1,126907200,37652708,284,1.2,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608441200,0,648,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608441300,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608441400,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608441500,0,650,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608441600,0,650,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608441700,0,649,1,126907200,37652708,284,1.2,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608441800,0,650,1,126907200,37652708,284,-0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608441900,0,649,1,126907200,37652708,284,-0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608442000,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608442100,0,650,1,126907200,37652708,284,-0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608442200,0,649,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608442300,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608442400,0,649,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608442500,0,650,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608442600,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608442700,0,649,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608442800,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608442900,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608443000,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608443100,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608443200,0,649,1,126907200,37652708,284,1.2,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608443300,0,650,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608443400,0,649,1,126907200,37652708,284,-0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608443500,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608443600,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608443700,0,649,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608443800,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608443900,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608444000,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608444100,0,650,1,126907200,37652708,284,-0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608444200,0,649,1,126907200,37652708,284,0.6,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608444300,0,649,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608444400,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608444500,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608444600,0,650,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608444700,0,649,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608444800,0,649,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608444900,0,649,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608445000,0,652,1,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608445100,0,815,0,126907200,37652708,284,1.8,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608445200,0,1055,0,126907200,37652708,284,1.8,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608445300,0,659,0,126907200,37652708,284,1.2,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608445400,1,654,0,126907200,37652708,284,0.0,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608445500,3,853,0,126907200,37652708,284,3.1,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608445600,3,1408,0,126907200,37652708,284,2.5,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608445700,4,1182,0,126907200,37652708,284,1.2,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608445800,5,982,0,126907112,37652716,283,3.1,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608445900,8,1274,0,126907072,37652724,286,3.1,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608450000,10,1682,0,126907032,37652736,280,2.5,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608450100,14,1927,0,126906984,37652744,279,2.5,1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608450200,18,1396,0,126906912,37652756,285,2.5,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608450300,22,1313,0,126906840,37652776,287,1.8,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608450400,25,1454,0,126906752,37652796,288,2.5,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608450500,28,1600,0,126906664,37652824,289,2.5,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608450600,31,1724,0,126906568,37652856,290,4.9,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608450700,34,1856,0,126906464,37652884,290,3.7,-2.5,0,4128110900
운행기록데이터 바디,10,97706,2025020608450800,37,1620,0,126906352,37652920,290,1.8,-2.5,0,4128110900
운행기록데이터 바디,10,97706,2025020608450900,39,1136,0,126906232,37652952,287,4.9,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608451000,40,1112,0,126906112,37652980,286,-3.7,-2.5,0,4128110900
운행기록데이터 바디,10,97706,2025020608451100,41,1125,0,126905984,37653012,286,-1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608451200,42,1137,0,126905856,37653040,286,3.1,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608451300,42,1123,0,126905728,37653072,286,1.8,-2.5,0,4128110900
운행기록데이터 바디,10,97706,2025020608451400,42,1103,0,126905600,37653104,284,1.2,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608451500,42,1102,0,126905472,37653132,285,2.5,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608451600,41,1125,0,126905352,37653164,285,2.5,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608451700,42,1136,0,126905224,37653192,284,1.2,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608451800,42,1161,0,126905088,37653220,284,1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608451900,43,1217,0,126904960,37653248,284,2.5,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608452000,44,1294,0,126904824,37653280,284,2.5,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608452100,47,1204,0,126904680,37653304,284,1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608452200,48,988,0,126904536,37653336,283,1.8,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608452300,49,903,0,126904384,37653368,283,-1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608452400,49,897,0,126904232,37653396,283,-1.8,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608452500,48,908,0,126904080,37653424,283,1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608452600,48,928,0,126903936,37653452,283,2.5,-1.8,0,4128110900
운행기록데이터 바디,11,97706,2025020608452700,49,947,0,126903784,37653480,281,3.1,-2.5,0,4128110900
운행기록데이터 바디,11,97706,2025020608452800,50,951,0,126903632,37653504,281,1.8,-1.8,0,4128110900
운행기록데이터 바디,11,97706,2025020608452900,50,961,0,126903472,37653532,281,3.1,-3.1,0,4128110900
운행기록데이터 바디,11,97706,2025020608453000,51,979,0,126903320,37653556,280,3.7,-3.1,0,4128110900
운행기록데이터 바디,11,97706,2025020608453100,51,983,0,126903160,37653580,279,3.1,-2.5,0,4128110900
운행기록데이터 바디,11,97706,2025020608453200,52,979,0,126902992,37653600,279,1.8,-1.8,0,4128110900
운행기록데이터 바디,11,97706,2025020608453300,52,979,0,126902832,37653620,279,1.8,-1.8,0,4128110900
운행기록데이터 바디,11,97706,2025020608453400,52,983,0,126902672,37653644,279,4.9,-3.7,0,4128110900
운행기록데이터 바디,11,97706,2025020608453500,52,977,0,126902520,37653668,280,-4.9,-3.7,0,4128110900
운행기록데이터 바디,11,97706,2025020608453600,52,959,0,126902360,37653692,280,4.9,-3.7,0,4128110900
운행기록데이터 바디,11,97706,2025020608453700,51,958,0,126902208,37653712,279,2.5,-0.6,0,4128110900
운행기록데이터 바디,11,97706,2025020608453800,51,951,0,126902056,37653728,278,-2.5,-3.1,0,4128110900
운행기록데이터 바디,11,97706,2025020608453900,51,950,0,126901896,37653748,277,2.5,-2.5,0,4128110900
운행기록데이터 바디,11,97706,2025020608454000,51,966,0,126901744,37653764,276,1.8,-1.8,0,4128110900
운행기록데이터 바디,11,97706,2025020608454100,51,991,0,126901584,37653780,276,3.7,-3.1,0,4128110900
