운행기록데이터 헤더 항목,운행기록장치모델명,차대번호,자동차유형코드,자동차등록번호,사업자등록번호
운행기록데이터 헤더,M300DTG,LBEDNALE,21,c9dd714aeaebaf2c4cf463b883113656af250d601d38177c6b5c89e8b7a6fccd,***81*****
